n02500267,n01806567,n02326432,n02488702,n02018795
n02105162,n02106662,n02115641,n02105412,n02109047
n03425413,n02977058,n03902125,n04525305,n04443257
n01944390,n01986214,n01943899,n02877765,n12267677
n02112018,n02123394,n02112137,n02094114,n02120505
n04540053,n04005630,n02788148,n04239074,n04350905
n01582220,n02037110,n01847000,n01855672,n01601694
n09468604,n04366367,n03733281,n04275548,n04532670
n07754684,n07749582,n12057211,n04409515,n07747607
n02011460,n02094258,n02119789,n02114712,n02454379
n02132136,n02504458,n02129165,n02410509,n02100583
n01748264,n01737021,n01729322,n01728920,n01728572
n04228054,n04208210,n04367480,n03599486,n01828970
n02980441,n03240683,n03781244,n02814860,n03028079
n02113624,n02113712,n02094258,n04399382,n02113799
n07768694,n04597913,n12620546,n03729826,n03089624
n02123159,n02129604,n02124075,n02123045,n02128757
n02027492,n02033041,n02025239,n03791053,n03788365
n04590129,n03721384,n04515003,n02788148,n02808304
n02090622,n02099601,n02106030,n02115641,n02114548
n03208938,n02974003,n03127747,n03791053,n02860847
n02099267,n02101006,n02111277,n02105056,n02107908
n03776460,n03538406,n04005630,n03895866,n03697007
n03218198,n04019541,n02110063,n02109961,n02807133
n02948072,n04254120,n04131690,n07717556,n07932039
n04125021,n03337140,n04070727,n04330267,n03207941
n02089078,n02107142,n02106550,n02088632,n02107574
n03977966,n03770679,n03769881,n02701002,n02814533
n02086240,n02098413,n02086079,n02085782,n02085936
n02088632,n02088364,n02089867,n02089973,n02088238
n04597913,n07860988,n03633091,n07880968,n03249569
n13052670,n13037406,n07734744,n13044778,n12985857
n04606251,n03095699,n04389033,n04461696,n03933933
n09229709,n04371774,n03944341,n04208210,n04251144
n01687978,n01688243,n01689811,n01685808,n01682714
n04423845,n03929660,n01968897,n04118538,n03942813
n02093754,n01440764,n03775546,n03776460,n03777568
n01729322,n01740131,n01644900,n01728920,n01756291
n02107683,n02107908,n02108000,n02107574,n02102040
n07715103,n12144580,n13133613,n07716358,n07716906
n02814860,n04456115,n03773504,n02825657,n03355925
n02690373,n04592741,n04552348,n04266014,n04008634
n02108000,n02107574,n02107908,n02088632,n02107683
n02264363,n01440764,n03775071,n03775546,n03776460
n03908714,n03179701,n03794056,n04208210,n04118776
n02094114,n02098105,n02094258,n02105251,n02093754
n03485794,n04476259,n03887697,n03291819,n03637318
n03032252,n03661043,n06794110,n02971356,n02871525
n06874185,n03976657,n03355925,n04458633,n06794110
n01806567,n02018795,n01807496,n02415577,n03792782
n03014705,n03954731,n03709823,n03127925,n02840245
n04009552,n03529860,n04517823,n03691459,n02860847
n04081281,n03452741,n02699494,n03388043,n03877845
n02107574,n02107908,n02108000,n02107683,n02107142
n02791270,n02776631,n04443257,n03425413,n02860847
n03786901,n07693725,n04263257,n13054560,n03633091
n01986214,n02317335,n02655020,n09256479,n01984695
n04133789,n03047690,n03680355,n04026417,n03794056
n01685808,n01689811,n03530642,n02226429,n01978455
n03933933,n04005630,n04589890,n09332890,n02788148
n02106382,n02111277,n02097130,n02097298,n02093859
n02018795,n02326432,n02114855,n02013706,n01616318
n01819313,n02058221,n01608432,n01817953,n02134084
n03982430,n03942813,n02808440,n04493381,n02364673
n01729322,n07753275,n02172182,n01737021,n03991062
n02704792,n04252077,n04252225,n03218198,n02951358
n04335435,n03895866,n03661043,n03032252,n04487081
n04118538,n03623198,n04192698,n04509417,n04336792
n02782093,n03134739,n03888257,n03874293,n03873416
n04116512,n02966687,n03876231,n04127249,n03871628
n03496892,n04467665,n04428191,n04461696,n03126707
n02106550,n02088466,n02107574,n02108000,n02089078
n04005630,n04239074,n03388549,n04550184,n04501370
n02013706,n01518878,n02011460,n02018795,n03791053
n03888605,n02777292,n02917067,n03535780,n03127925
n01775062,n01774750,n01980166,n13044778,n01740131
n01748264,n01737021,n01740131,n01756291,n01755581
n03018349,n04550184,n03961711,n01440764,n03775071
n04111531,n03538406,n03697007,n03259280,n03000684
n02101388,n02102177,n02100735,n02088238,n02091244
n01498041,n09256479,n02317335,n01737021,n09468604
n02877765,n04476259,n03717622,n02708093,n03706229
n13133613,n03991062,n07720875,n07717556,n07717410
n02787622,n03482405,n03876231,n04613696,n04033995
n04552348,n02690373,n04592741,n04008634,n03773504
n03871628,n03983396,n04557648,n03937543,n04243546
n07753113,n07579787,n12267677,n07768694,n07836838
n01756291,n01729322,n01753488,n01740131,n01744401
n07715103,n07860988,n07711569,n07760859,n07693725
n02504013,n09421951,n04523525,n02395406,n03887697
n02128385,n02128925,n02130308,n02356798,n02128757
n03976467,n04069434,n03492542,n04009552,n03494278
n04548280,n03706229,n02708093,n02794156,n04328186
n02483362,n02447366,n02497673,n02108551,n02488702
n02134418,n02483708,n02488702,n02504013,n02483362
n02110627,n02106382,n02097298,n02105056,n02410509
n03970156,n02790996,n03992509,n02791270,n03255030
n01729977,n01739381,n01749939,n01644373,n02236044
n01795545,n01616318,n03888257,n01514668,n01614925
n01855032,n01847000,n02018207,n02071294,n02444819
n03976657,n04208210,n03498962,n02797295,n03729826
n02085936,n02098413,n02098286,n02111500,n02097474
n02111500,n02104029,n02099601,n02110063,n02109961
n02895154,n03146219,n04476259,n04192698,n03764736
n07565083,n03871628,n02786058,n03291819,n02971356
n03742115,n02870880,n03337140,n04550184,n03761084
n02108089,n02100735,n02108915,n02093428,n02110341
n03729826,n12620546,n12267677,n02655020,n02607072
n03924679,n04501370,n03065424,n02971356,n04099969
n04371774,n03000134,n03888605,n03976657,n02483708
n03208938,n02999410,n01773549,n02802426,n03627232
n01644900,n01641577,n01847000,n01644373,n04086273
n02226429,n02229544,n02168699,n02190166,n02236044
n04523525,n04429376,n03877845,n02776631,n02699494
n02666196,n02860847,n04074963,n04204347,n03871628
n03337140,n04070727,n04154565,n03014705,n03016953
n03180011,n03782006,n03832673,n04152593,n03642806
n02137549,n01872401,n01775062,n02231487,n02346627
n02870880,n03018349,n03961711,n03742115,n03290653
n02504458,n02437312,n01871265,n02504013,n02408429
n04243546,n04525305,n04149813,n03871628,n02977058
n02096051,n02398521,n02097658,n02093754,n02094114
n03776460,n03899768,n04239074,n03661043,n04049303
n02321529,n01917289,n09256479,n01955084,n02655020
n03837869,n03457902,n03776460,n03930313,n09428293
n10148035,n02837789,n04356056,n04355933,n03450230
n03529860,n03290653,n04404412,n02840245,n03179701
n01664065,n01943899,n02655020,n01443537,n01688243
n04116512,n03250847,n03729826,n03876231,n04270147
n01537544,n01580077,n01440764,n03775546,n03776460
n02088238,n02092339,n02102177,n02089867,n02101388
n01883070,n13054560,n02018207,n01877812,n02447366
n01773549,n02865351,n02106382,n01776313,n03803284
n04418357,n03032252,n03761084,n04041544,n03196217
n02727426,n04258138,n02950826,n03891251,n02747177
n01872401,n02346627,n02363005,n02013706,n01798484
n02090721,n02105641,n02096437,n02094114,n02096177
n03991062,n07714990,n03786901,n07716358,n07715103
n02231487,n01537544,n02268443,n02268853,n01828970
n02727426,n02033041,n02028035,n02018207,n02012849
n04370456,n03958227,n04371430,n03877472,n04023962
n02190166,n02206856,n02219486,n02256656,n01986214
n13133613,n04456115,n04296562,n03787032,n12144580
n01694178,n12620546,n01773549,n01616318,n01614925
n01784675,n03065424,n04153751,n01768244,n01917289
n03443371,n02823750,n04380533,n03544143,n03062245
n02114548,n02114367,n02114855,n02115641,n02115913
n01806567,n01582220,n01580077,n01807496,n01797886
n04136333,n02879718,n04507155,n10148035,n03970156
n02776631,n07880968,n07614500,n07695742,n04131690
n01614925,n01558993,n01582220,n01534433,n01608432
n02281406,n02280649,n02281787,n02277742,n01440764
n06785654,n03085013,n04238763,n03871628,n03832673
n01665541,n01855032,n02066245,n01664065,n01847000
n02028035,n02037110,n02033041,n02009229,n02002724
n01917289,n09256479,n02526121,n02074367,n02655020
n03180011,n03832673,n03179701,n03642806,n03782006
n03877472,n02730930,n02843684,n04209133,n02804414
n02361337,n02138441,n03042490,n02356798,n01601694
n04596742,n02939185,n04192698,n03400231,n03259280
n02093859,n02097298,n02106382,n02132136,n02133161
n03065424,n03459775,n03271574,n02974003,n04332243
n04335435,n03895866,n04487081,n03272562,n04239074
n10565667,n09256479,n01910747,n09229709,n04296562
n01692333,n01729322,n04111531,n01698640,n01697457
n07880968,n07614500,n01986214,n07875152,n07711569
n03764736,n03623198,n03843555,n03297495,n03476991
n02841315,n03692522,n03424325,n04069434,n03657121
n03095699,n03662601,n03673027,n03240683,n04252225
n07697313,n07697537,n07695742,n07693725,n07734744
n09399592,n09246464,n09428293,n09332890,n09468604
n02319095,n07734744,n13054560,n01496331,n02454379
n03724870,n04584207,n02097047,n02098286,n02085620
n13133613,n12144580,n01744401,n01697457,n01945685
n03787032,n02669723,n03124170,n03884397,n02883205
n01930112,n03481172,n02493509,n02493793,n03532672
n03843555,n03666591,n04131690,n03197337,n03075370
n01629819,n01632458,n01630670,n01784675,n01735189
n03838899,n04116512,n03250847,n03884397,n03372029
n04461696,n03417042,n03496892,n03930630,n04465501
n01669191,n01667114,n01667778,n01440764,n03777568
n02879718,n03134739,n03970156,n04371774,n03976657
n02097047,n02097209,n02097474,n02086240,n02110627
n04008634,n04552348,n03773504,n04592741,n03785016
n02951585,n03483316,n04579432,n04141327,n03041632
n04398044,n03063689,n04579145,n04560804,n03950228
n03538406,n03599486,n03868242,n04509417,n03733131
n04116512,n03676483,n02783161,n04423845,n04376876
n03796401,n04467665,n03776460,n03445924,n04065272
n01737021,n01644900,n01641577,n01630670,n01664065
n04476259,n02776631,n03089624,n03476684,n04399382
n03599486,n04482393,n03777568,n03785016,n01440764
n02115641,n02110185,n02113023,n02110806,n02091134
n04254680,n04118538,n04557648,n03445777,n03657121
n02137549,n01877812,n02138441,n02442845,n02441942
n02483362,n02500267,n02123597,n02437616,n02113186
n02747177,n03710193,n04049303,n03902125,n03891332
n03868863,n04557648,n04251144,n03983396,n04398044
n04118538,n04254680,n04509417,n02799071,n04039381
n01829413,n01582220,n02009229,n01818515,n01608432
n02112137,n02112018,n02106030,n02108551,n02094258
n02113624,n02094114,n02102480,n02113712,n02102318
n02097474,n02105251,n02105641,n02091635,n02106382
n02119789,n02119022,n02120505,n02509815,n02115913
n04371430,n04136333,n02837789,n03970156,n04456115
n03942813,n04579432,n03595614,n03494278,n04317175
n02494079,n02493509,n02493793,n02484975,n02486261
n01667778,n01665541,n01667114,n01744401,n01664065
n02442845,n02441942,n02137549,n02361337,n02454379
n02097209,n02097047,n02110063,n02109961,n02090721
n03404251,n03045698,n03866082,n04325704,n04479046
n02483708,n02487347,n02486261,n02093859,n03958227
n02091032,n02091134,n02113978,n02092339,n02109047
n02492660,n02133161,n02493793,n02486410,n02500267
n04081281,n04590129,n03899768,n02776631,n03388549
n02963159,n03594734,n04350905,n04370456,n02088632
n02107142,n02107574,n02107908,n02106662,n02088238
n01665541,n01484850,n01664065,n09472597,n01491361
n04380533,n03063689,n04254120,n03297495,n04596742
n04423845,n03134739,n03271574,n04033901,n04127249
n01629819,n01632458,n01630670,n03530642,n01440764
n03956157,n03220513,n03788195,n01440764,n03775546
n02840245,n03908618,n04548362,n03871628,n03291819
n04201297,n04239074,n04404412,n03141823,n03018349
n04310018,n04008634,n03773504,n02687172,n04347754
n04251144,n04356056,n04355933,n03424325,n03724870
n04111531,n07871810,n07836838,n07711569,n03133878
n04589890,n03337140,n04548280,n02445715,n03445924
n03938244,n04548362,n04476259,n03014705,n03485794
n01484850,n01494475,n01491361,n02071294,n04251144
n01917289,n03207743,n04599235,n03998194,n04209239
n01560419,n01531178,n01580077,n01828970,n01530575
n03763968,n02669723,n02672831,n04141076,n03670208
n02017213,n01824575,n01582220,n01945685,n02009229
n03998194,n02730930,n04325704,n03207743,n03026506
n01833805,n02815834,n07892512,n03876231,n04536866
n02977058,n04239074,n03642806,n03902125,n02840245
n02786058,n04209239,n03908618,n03871628,n03938244
n01981276,n01978287,n01985128,n01983481,n01984695
n04461696,n03345487,n04252225,n06874185,n03417042
n03259280,n03657121,n03314780,n02877765,n04591713
n07768694,n12620546,n12768682,n07747607,n13054560
n02442845,n02444819,n13044778,n01873310,n01883070
n01675722,n03476684,n01644900,n01632458,n03658185
n02328150,n02325366,n02326432,n02342885,n02364673
n03337140,n04070727,n03179701,n02840245,n03207941
n04423845,n03775071,n04254777,n03759954,n03666591
n03729826,n02948072,n04456115,n03666591,n03876231
n07875152,n07697313,n07717410,n07693725,n07880968
n03485794,n03291819,n03871628,n03958227,n02971356
n02483708,n02481823,n03814639,n02480495,n04162706
n01756291,n01753488,n01644900,n01729322,n02226429
n03958227,n04208210,n13040303,n03690938,n02006656
n03146219,n02895154,n04325704,n03950228,n02916936
n03100240,n02974003,n02704792,n02930766,n02814533
n02110806,n02113186,n02113023,n02087046,n02115641
n03495258,n03729826,n04099969,n03876231,n03250847
n02105056,n02104365,n02105162,n02105412,n02097298
n03874293,n04428191,n03201208,n03376595,n03240683
n03459775,n04037443,n04127249,n04285008,n02704792
n04604644,n03891251,n04065272,n02950826,n04389033
n07745940,n07768694,n07753592,n07749582,n07753113
n03871628,n03908618,n03887697,n02951585,n02786058
n04487394,n03840681,n04456115,n03763968,n04296562
n02091831,n02091134,n02100735,n02092002,n02090721
n02132136,n02442845,n02443484,n02115913,n02441942
n03623198,n04049303,n02909870,n02795169,n04023962
n04456115,n03666591,n02948072,n03729826,n04286575
n02823750,n04560804,n04557648,n02909870,n03063599
n01735189,n01729322,n01728920,n01748264,n01728572
n02106382,n02097209,n02097130,n02092002,n02090721
n02786058,n07615774,n04357314,n03627232,n03188531
n12144580,n13133613,n02454379,n01667778,n01664065
n04311004,n03933933,n02788148,n04005630,n04366367
n03676483,n02823750,n03666591,n03916031,n04505470
n03976467,n04041544,n02988304,n04392985,n02979186
n02074367,n02640242,n01491361,n01484850,n02077923
n03042490,n01677366,n02361337,n03160309,n09246464
n02094114,n02099601,n02096294,n02095570,n02093991
n09246464,n09193705,n04606251,n03042490,n09428293
n03814906,n03476684,n02865351,n04579432,n04317175
n04049303,n02795169,n02909870,n02797295,n04367480
n01749939,n01729977,n01737021,n01739381,n01728920
n02106550,n02107312,n02089078,n02107142,n02088466
n04235860,n04370456,n03188531,n03787032,n03709823
n03908714,n04579432,n04116512,n03666591,n03794056
n04409515,n03942813,n04039381,n03982430,n07742313
n03290653,n02870880,n03961711,n03201208,n03016953
n07730033,n11939491,n07718747,n02319095,n01914609
n02268853,n02268443,n02236044,n02256656,n02169497
n03788365,n02804414,n13133613,n04523525,n12144580
n02641379,n02640242,n04371430,n02514041,n02536864
n04592741,n02690373,n04552348,n04273569,n04065272
n07720875,n07718472,n07742313,n04116512,n07716358
n02988304,n04041544,n02979186,n04392985,n03924679
n02606052,n01843383,n01531178,n02364673,n02655020
n10148035,n03877472,n03617480,n03840681,n03992509
n01798484,n01807496,n01440764,n03776460,n03777568
n03742115,n03961711,n04070727,n02870880,n04443257
n03345487,n04461696,n03895866,n02930766,n02701002
n02917067,n02860847,n04335435,n04552348,n04037443
n01629819,n01632458,n01630670,n01440764,n03775546
n03903868,n04326547,n03697007,n04523525,n04548280
n03908714,n04548362,n03908618,n04026417,n04116512
n02860847,n04229816,n04370456,n03623198,n03814639
n02107683,n02107574,n02107908,n02106166,n02108000
n01944390,n01945685,n12267677,n01729322,n01737021
n03786901,n04277352,n04270147,n03970156,n04553703
n04044716,n04606251,n03388043,n04355338,n03249569
n01820546,n01824575,n01537544,n01843383,n02017213
n01440764,n07716358,n02526121,n01930112,n13054560
n02279972,n01440764,n03775071,n03775546,n03776460
n01914609,n02607072,n02319095,n09256479,n01917289
n03272562,n03895866,n04335435,n03393912,n04487081
n07711569,n07717410,n07590611,n07583066,n07693725
n01728572,n01630670,n01728920,n01735189,n01737021
n01687978,n01675722,n01694178,n01685808,n01689811
n03785016,n03445924,n04482393,n03791053,n03444034
n01518878,n02486410,n02092002,n01440764,n03776460
n02950826,n04554684,n04009552,n02808440,n04372370
n03982430,n03942813,n03535780,n03888605,n03721384
n02966193,n04371774,n04456115,n03787032,n02906734
n02974003,n02988304,n03492542,n03691459,n03841143
n06874185,n04005630,n03127925,n03032252,n03393912
n02787622,n03124170,n03124043,n03249569,n03970156
n02168699,n02165105,n02169497,n02177972,n02167151
n04525038,n03958227,n03866082,n07614500,n03916031
n03662601,n02704792,n04252225,n04273569,n03874293
n12057211,n12267677,n11939491,n02281406,n07720875
n03970156,n03944341,n02971356,n04208210,n02843684
n04613696,n02403003,n02412080,n03792972,n03868242
n02086240,n02098413,n02085782,n02085620,n02096585
n01737021,n09256479,n02321529,n01498041,n01917289
n11879895,n09288635,n04044716,n07802026,n03743016
n03271574,n03065424,n03208938,n04286575,n03459775
n01687978,n01818515,n02017213,n01828970,n01824575
n04612504,n04147183,n03947888,n04483307,n02981792
n03400231,n04596742,n03633091,n04270147,n04542943
n01580077,n01582220,n01537544,n01560419,n01531178
n03393912,n03895866,n03127925,n03796401,n04125021
