n03662601,n03947888,n03240683,n03216828,n04483307
n02088632,n02100236,n02089078,n02106550,n02107142
n02510455,n04254680,n01440764,n03775071,n03775546
n12998815,n07734744,n07745940,n02319095,n03775071
n04487081,n04335435,n02747177,n03345487,n03877845
n04252077,n04252225,n03594945,n09193705,n04493381
n12267677,n07753113,n01944390,n02219486,n12620546
n03874293,n03888605,n04311004,n02788148,n03933933
n02113978,n02091032,n02085620,n02087046,n03794056
n03944341,n04116512,n03498962,n03445777,n03481172
n04235860,n01817953,n02017213,n02869837,n03787032
n03976657,n04147183,n03126707,n03947888,n04483307
n03110669,n04487394,n03759954,n04141076,n09229709
n03223299,n03485794,n03908618,n02999410,n04548362
n03417042,n04467665,n04461696,n02704792,n03126707
n09193705,n09468604,n09472597,n04326547,n09399592
n02102318,n02088238,n02102177,n02099601,n02100877
n01807496,n01797886,n01855672,n01514668,n01847000
n02277742,n02268443,n02268853,n01944390,n02281787
n02256656,n01729322,n01685808,n01735189,n02233338
n02814533,n03670208,n03770679,n03459775,n02974003
n07714990,n07583066,n07880968,n07875152,n07715103
n01484850,n01494475,n01491361,n01496331,n04251144
n02092339,n02099849,n02091032,n02100583,n02099712
n02791270,n02791124,n03895866,n04347754,n04336792
n03743016,n04417672,n04326547,n07802026,n02980441
n03160309,n02788148,n04366367,n03733281,n04532670
n02667093,n04229816,n02493793,n02916936,n02457408
n04133789,n04317175,n03483316,n03793489,n04517823
n03924679,n03127925,n02871525,n04004767,n02971356
n02095889,n02098105,n02095314,n02096437,n02095570
n07590611,n04596742,n07579787,n07711569,n07583066
n04579145,n04560804,n03950228,n03063689,n04398044
n04376876,n03602883,n04154565,n03942813,n04116512
n02091831,n02091134,n02106166,n02089867,n02107908
n04209239,n02840245,n03598930,n04235860,n03877472
n07584110,n07579787,n04263257,n07831146,n07590611
n04590129,n04201297,n04589890,n04239074,n03032252
n02859443,n03344393,n02951358,n03160309,n04311004
n02105056,n02112018,n02104365,n02112350,n02091467
n02488291,n02486410,n02493793,n02484975,n02487347
n04136333,n03450230,n04325704,n03866082,n03877472
n01855032,n02037110,n02028035,n01860187,n01847000
n04525305,n04243546,n03425413,n02977058,n04443257
n04039381,n04355338,n04311004,n03271574,n03000134
n02025239,n01530575,n01616318,n01608432,n01847000
n10148035,n04023962,n03724870,n04356056,n02841315
n01614925,n01608432,n01616318,n01824575,n02012849
n01728572,n01728920,n01740131,n01729322,n01689811
n02894605,n02814860,n02825657,n03933933,n03781244
n03527444,n04485082,n03666591,n04086273,n04069434
n02127052,n02124075,n01440764,n03776460,n03777568
n12267677,n04409515,n07742313,n07760859,n01749939
n04317175,n02865351,n03532672,n03759954,n02978881
n03481172,n04141327,n03109150,n02966687,n03954731
n02445715,n02447366,n02134418,n02443484,n02443114
n03188531,n02837789,n02892767,n02808304,n02786058
n02974003,n03208938,n04009552,n03791053,n03424325
n03888605,n03535780,n03250847,n03249569,n04311174
n01860187,n01440764,n03775071,n03775546,n03776460
n01693334,n01688243,n01682714,n01687978,n01689811
n03733805,n04141975,n02815834,n04560804,n04127249
n03445777,n03942813,n03720891,n01968897,n04286575
n03272010,n02676566,n04296562,n04536866,n02992211
n07734744,n12998815,n02277742,n13054560,n04507155
n03544143,n02815834,n02823750,n04522168,n03110669
n04591713,n03666591,n07892512,n03690938,n03916031
n03877845,n04335435,n03895866,n03673027,n04486054
n03763968,n02787622,n04336792,n02749479,n02879718
n03796401,n03769881,n03770679,n04065272,n03445924
n02115913,n02109525,n02129165,n02111129,n02115641
n07892512,n03676483,n04591713,n03062245,n03388183
n02655020,n02526121,n09256479,n02643566,n01917289
n02134418,n02481823,n02483708,n02133161,n02484975
n01883070,n02112137,n02442845,n02342885,n03794056
n02110627,n02112706,n02097474,n02123394,n02086240
n03527444,n03709823,n03146219,n02910353,n02895154
n02883205,n03617480,n04325704,n04584207,n02963159
n02280649,n02277742,n02281406,n07730033,n11939491
n02788148,n03888605,n03535780,n03376595,n04501370
n02119022,n02119789,n02120505,n02115641,n02114855
n03838899,n03759954,n02672831,n04485082,n03272010
n04435653,n03733281,n03482405,n04326547,n03065424
n02120505,n02119789,n01877812,n02114855,n02114712
n03595614,n04118538,n02802426,n04039381,n09835506
n02606052,n01440764,n03775071,n03775546,n03776460
n07753592,n07717410,n12985857,n07836838,n07760859
n04152593,n03180011,n03290653,n03782006,n03529860
n02965783,n04356056,n04355933,n03017168,n03481172
n02087046,n02110806,n02096585,n02105412,n02113978
n02109961,n02110185,n02134084,n02110063,n02111889
n03903868,n03124170,n07248320,n04380533,n03637318
n01819313,n01440764,n03775546,n03776460,n03777568
n03467068,n03384352,n03933933,n04366367,n03899768
n02120079,n02493509,n02328150,n02104029,n02100735
n03935335,n07718747,n03950228,n01943899,n13044778
n03461385,n07754684,n02776631,n04596742,n02927161
n02113186,n02106166,n02113023,n02096585,n02086910
n03673027,n03344393,n01440764,n03776460,n03777568
n04525305,n02823428,n04200800,n04591713,n04462240
n03124043,n04355338,n03724870,n03201208,n03637318
n01518878,n02437616,n01855672,n01616318,n02403003
n03417042,n04467665,n02701002,n04065272,n03796401
n02093754,n02112706,n02094114,n02106662,n03803284
n02088364,n02113023,n02099712,n02108915,n02099601
n04485082,n02749479,n03976657,n04090263,n04286575
n01688243,n01687978,n01677366,n01682714,n01440764
n04554684,n04070727,n03179701,n03207941,n02747177
n03930313,n04604644,n01698640,n01677366,n09332890
n02457408,n02096585,n02808304,n02085620,n02443484
n06874185,n04286575,n03724870,n04009552,n04229816
n04483307,n03216828,n02981792,n04347754,n03992509
n02422106,n02422699,n02423022,n02417914,n02115913
n02172182,n01944390,n12267677,n01692333,n02219486
n02834397,n04579432,n03857828,n02730930,n03706229
n03485794,n03026506,n03450230,n07248320,n02892767
n02177972,n02172182,n02167151,n01770393,n02190166
n01950731,n01990800,n12985857,n02317335,n01914609
n02028035,n02033041,n02027492,n02018795,n01807496
n01698640,n01950731,n02526121,n01667778,n01697457
n03125729,n02804414,n03188531,n02808304,n03868863
n12144580,n13133613,n03627232,n07753592,n07754684
n01749939,n01693334,n02236044,n01729977,n01694178
n02841315,n04008634,n04579432,n03666591,n03676483
n03602883,n03271574,n04009552,n04041544,n03691459
n02422699,n02397096,n02423022,n02422106,n02410509
n03447447,n03467068,n01440764,n03776460,n03777568
n02865351,n03929660,n04127249,n03874599,n03814906
n04550184,n04209239,n03742115,n03223299,n04239074
n03355925,n06874185,n04286575,n04592741,n03126707
n04592741,n04239074,n04589890,n04590129,n03976657
n02106662,n02113186,n02105412,n02113023,n02091467
n02033041,n02027492,n02028035,n01855672,n01601694
n01820546,n01440764,n03775546,n03776460,n03777568
n03887697,n04553703,n03793489,n04265275,n04004767
n02165105,n02167151,n02169497,n01440764,n03777568
n02397096,n02395406,n02396427,n01883070,n02117135
n02090721,n02093754,n02457408,n02111129,n02093991
n03706229,n02708093,n04548280,n03692522,n03187595
n03933933,n09472597,n03095699,n09399592,n09421951
n03355925,n03903868,n03220513,n02825657,n04507155
n04328186,n02708093,n04141975,n03706229,n04548280
n04560804,n03950228,n01843383,n04398044,n04579432
n03134739,n03970156,n03445777,n03729826,n04277352
n03535780,n04371774,n02817516,n04311174,n03770439
n01776313,n02264363,n01944390,n12267677,n01748264
n04330267,n03729826,n02965783,n02948072,n03876231
n02699494,n04429376,n03998194,n04462240,n03089624
n01985128,n04263257,n01770393,n03786901,n07584110
n03742115,n04372370,n03777754,n03196217,n04118776
n03944341,n04270147,n03498962,n04141327,n04311174
n02403003,n03868242,n02422106,n02085620,n02087394
n02120079,n02114548,n02111889,n02109961,n02106166
n07711569,n07871810,n04111531,n07579787,n07697313
n02317335,n09256479,n02321529,n01751748,n01950731
n02509815,n02132136,n02119022,n02114712,n02107908
n04146614,n04335435,n03895866,n04467665,n04487081
n01944390,n02206856,n02268443,n02190166,n01945685
n04467665,n02701002,n03345487,n03796401,n04065272
n02927161,n03124043,n03697007,n12985857,n03461385
n12620546,n12267677,n07747607,n02165456,n12768682
n02098286,n02105641,n02095314,n02097298,n02096177
n01914609,n02607072,n09256479,n07753275,n01950731
n02486410,n02487347,n02483362,n02486261,n02488291
n03000247,n02963159,n02454379,n01748264,n02869837
n03085013,n04380533,n02948072,n07930864,n03916031
n03983396,n04525305,n04070727,n04557648,n04357314
n03476684,n03476991,n04356056,n03483316,n04579432
n01689811,n01742172,n01744401,n01740131,n01675722
n01798484,n02326432,n02422699,n02325366,n02097298
n02102480,n02102040,n02102318,n02099267,n02100877
n01644900,n01729322,n01755581,n01756291,n01751748
n03938244,n03188531,n02834397,n03485794,n03482405
n02096585,n02108915,n02085620,n02113186,n02087046
n04429376,n02699494,n03201208,n04590129,n04380533
n02117135,n02116738,n02437616,n02100735,n02114855
n03729826,n02948072,n03666591,n04456115,n03590841
n01829413,n01616318,n01795545,n01514668,n01582220
n03527444,n02916936,n03814639,n03623198,n02769748
n04086273,n02749479,n04090263,n03527444,n04536866
n02013706,n02002724,n01608432,n01440764,n03775546
n03871628,n07248320,n03998194,n03485794,n04548362
n02096585,n02108915,n02113186,n02102040,n02088364
n03720891,n04536866,n03877472,n03970156,n03483316
n02489166,n02487347,n02486261,n02493509,n02493793
n02132136,n02444819,n02094114,n02093991,n02363005
n02109525,n02102318,n02107574,n02108551,n02100735
n01930112,n01739381,n01749939,n01729977,n03792782
n01580077,n01440764,n03775071,n03775546,n03776460
n02493793,n02492660,n02488702,n02500267,n02457408
n04328186,n03706229,n02794156,n02708093,n04141975
n01728920,n01740131,n01751748,n01735189,n01739381
n03026506,n02730930,n03938244,n03958227,n04254777
n03992509,n04235860,n07717410,n02107312,n01818515
n02113023,n02115641,n02119022,n02110806,n02085620
n03063599,n07930864,n04591713,n03063689,n07920052
n01882714,n01440764,n03775071,n03775546,n03776460
n04461696,n03384352,n03796401,n03769881,n03417042
n03710721,n03710637,n02837789,n04371430,n03255030
n04264628,n03085013,n03832673,n04505470,n03075370
n04081281,n02927161,n03089624,n04462240,n03461385
n03710637,n03710721,n03770439,n03450230,n03476991
n04044716,n02782093,n04258138,n03956157,n04562935
n01737021,n01697457,n01698640,n01641577,n02011460
n02977058,n02979186,n03425413,n03924679,n04392985
n04127249,n02701002,n02860847,n06874185,n04485082
n02107574,n02108000,n02107908,n02107683,n02089867
n02091467,n02125311,n02123597,n04399382,n02105162
n03873416,n02951358,n04229816,n04252077,n04273569
n04509417,n03127747,n04482393,n03785016,n03791053
n03792972,n04507155,n01943899,n04147183,n02793495
n02971356,n02909870,n03291819,n02797295,n03617480
n02441942,n02442845,n02443114,n01883070,n02443484
n07742313,n07753113,n07749582,n07747607,n04409515
n02033041,n02027492,n02028035,n02013706,n03782006
n12620546,n02165456,n01776313,n02219486,n01773549
n03649909,n03384352,n03791053,n04252077,n02823428
n02086646,n02101388,n02085782,n02086910,n02102177
n03485794,n03291819,n02786058,n03929660,n03777754
n07747607,n07749582,n12144580,n11939491,n04332243
n02098413,n02086240,n02085936,n02097474,n02094433
n03877472,n03980874,n03125729,n04033995,n03131574
n02106550,n02107142,n02089078,n02107312,n02101006
n12144580,n07932039,n04263257,n07590611,n07875152
n02134418,n02106166,n02133161,n02106030,n02105056
n07590611,n04596742,n04263257,n07584110,n07579787
n04606251,n02894605,n04090263,n04355338,n03891251
n01630670,n01632458,n01689811,n01784675,n01629819
n02280649,n02281406,n02281787,n02277742,n01440764
n01871265,n02504458,n02132136,n02504013,n02403003
n02871525,n02870880,n03661043,n04443257,n04081281
n04081281,n04443257,n02791270,n02776631,n03032252
n03691459,n03782006,n03529860,n04152593,n03180011
n01514859,n01798484,n02086646,n02102177,n01514668
n02396427,n02395406,n02117135,n02132136,n02119789
n02093428,n02087394,n02093256,n02115641,n02091032
n03492542,n04392985,n04067472,n04258138,n02979186
n02869837,n04099969,n04311174,n03124170,n03770439
n04286575,n03759954,n04591713,n02708093,n04557648
n03602883,n04372370,n04265275,n03908714,n03954731
n07747607,n07749582,n07717410,n07717556,n07734744
n04562935,n04005630,n02672831,n02825657,n03661043
n02033041,n02028035,n02027492,n02025239,n03792782
n04505470,n04264628,n03843555,n03075370,n03692522
n02906734,n04367480,n03976657,n04005630,n02797295
n03045698,n03450230,n03866082,n04532106,n03534580
n01629819,n01632458,n01630670,n01440764,n03775546
n04613696,n03457902,n03220513,n03733131,n04311004
n07717556,n07860988,n07716906,n03047690,n07717410
n02486261,n02493509,n02484975,n02487347,n02480495
n01917289,n02655020,n09256479,n02526121,n02607072
n01817953,n01855672,n01616318,n02526121,n02655020
n13133613,n04371774,n07753275,n07716358,n04099969
n02492660,n02493509,n02483708,n02492035,n02493793
n03297495,n03063689,n03085013,n04380533,n03793489
n01737021,n01695060,n01774750,n01644900,n01698640
n03950228,n04560804,n04398044,n04522168,n03063689
n03584254,n02988304,n02992529,n04074963,n03691459
n02526121,n01498041,n07717556,n02281406,n01496331
n01494475,n04251144,n01484850,n01930112,n03109150
n02085936,n02098413,n02097474,n02086240,n02101556
n02391049,n01798484,n02643566,n01968897,n04525038
n04162706,n04033901,n04355933,n02791270,n04376876
n04560804,n03950228,n03063689,n03764736,n07930864
n03584829,n03709823,n03786901,n04141327,n04204238
n02128385,n02130308,n02128925,n01756291,n01753488
n01872401,n02346627,n02363005,n01695060,n02906734
n02106662,n02105162,n02091467,n02116738,n02113186
n04277352,n03876231,n04154565,n03908618,n03676483
n04204347,n03207941,n02966687,n04392985,n04501370
n03457902,n03899768,n03733131,n03028079,n04458633
n03666591,n02883205,n03908714,n03476684,n03803284
n02692877,n03388043,n03240683,n03877845,n04486054
n04606251,n09193705,n02655020,n01665541,n09472597
n03770679,n02814533,n03769881,n02930766,n03670208
n07749582,n07747607,n07753592,n07716906,n01944390
n01796340,n01582220,n03000134,n03958227,n01616318
n02093428,n02091244,n02093256,n02099712,n02109047
n03127747,n03188531,n04251144,n03995372,n03792782
n03791053,n04192698,n03785016,n03127747,n02895154
n04317175,n02708093,n03314780,n04328186,n03692522
n02086079,n02086240,n02098413,n03775546,n03776460
n02480855,n02481823,n02483708,n02492660,n02483362
n01682714,n01693334,n01644373,n01694178,n01729977
n03127747,n04509417,n03763968,n04192698,n02835271
n09428293,n04252077,n09421951,n04252225,n09288635
n02108551,n02111277,n02106166,n02102973,n02107683
n02606052,n01950731,n02607072,n02655020,n09256479
n03710193,n04517823,n03995372,n02966687,n04525305
n09835506,n04509417,n04336792,n03954731,n03649909
n02500267,n02493509,n02494079,n02492660,n02490219
n07695742,n07693725,n01440764,n03775546,n03776460
n12998815,n07734744,n03134739,n13054560,n07745940
n04591713,n03666591,n03720891,n04116512,n02666196
n04239074,n04550184,n04209239,n04590129,n04070727
n02747177,n04239074,n03788365,n04049303,n03457902
n03661043,n02871525,n04005630,n03447447,n03933933
n02120505,n02119789,n01877812,n02356798,n02119022
n01530575,n01534433,n01558993,n01531178,n01833805
n03690938,n04357314,n03871628,n03777754,n03483316
n02422106,n02408429,n02422699,n02087394,n02403003
n02120079,n02111889,n02114548,n01440764,n03776460
n04081281,n02802426,n03249569,n03642806,n03394916
n04579432,n07615774,n03666591,n03908714,n04116512
n03930313,n04604644,n03891251,n03131574,n04040759
n09288635,n09428293,n09421951,n09472597,n04310018
n02483362,n04005630,n02442845,n02490219,n02486261
n03998194,n04522168,n04525038,n04591157,n03485794
n02860847,n04336792,n04037443,n03249569,n04296562
n01930112,n01735189,n03717622,n01740131,n03998194
n03991062,n04208210,n04049303,n03376595,n03633091
n02125311,n02124075,n01440764,n03776460,n03777568
n02909870,n07753592,n03991062,n04263257,n07584110
n07718747,n07730033,n02206856,n02276258,n01950731
n01729322,n01737021,n01728920,n01748264,n01740131
n02132136,n02133161,n02112137,n02105056,n01440764
n03388043,n04005630,n09229709,n04462240,n04507155
n03944341,n02948072,n04522168,n03887697,n03690938
n01968897,n03637318,n02910353,n07836838,n01943899
n04023962,n03494278,n02841315,n03255030,n03814639
n04141327,n06794110,n04443257,n07248320,n02892201
n02109047,n02091831,n02091244,n02091032,n02091134
n04141327,n04154565,n03388183,n03658185,n04067472
n04004767,n03179701,n03584829,n03782006,n03710193
n01592084,n01580077,n01582220,n01560419,n01855032
n02906734,n03876231,n03141823,n04208210,n03017168
n01828970,n01608432,n01560419,n02009229,n02011460
n03388549,n03888605,n03347037,n04371774,n03017168
n01917289,n04599235,n02834397,n03980874,n04325704
n03201208,n04380533,n03637318,n02859443,n03131574
n02110958,n02108089,n02108915,n02108422,n02096585
n04296562,n04286575,n04418357,n04557648,n03956157
n02797295,n03868242,n04258138,n04099969,n04208210
n02092339,n02109047,n02087394,n02090379,n02107142
n02776631,n04399382,n04462240,n03530642,n04597913
n03485407,n04505470,n04264628,n03085013,n04149813
n04285008,n02930766,n04037443,n03770679,n02974003
n03623198,n04229816,n03814639,n03197337,n04133789
n01753488,n01756291,n01755581,n01729322,n01740131
n03146219,n02895154,n03063689,n03297495,n04560804
